Title|Link|Discounted Price|Original Price|Discount
[Bonus] Yu-Gi-Oh! Card Game Monster Figure Collection Wynn the Wind Charmer 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-166725-R|18,980 JPY|19,800 JPY|4.14%
THE IDOLM@STER Cinderella Girls Arisu Tachibana [Only My Flag]+ 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-045598-R|5,980 JPY|15,180 JPY|60.61%
[Bonus] Love Live! Sunshine!! Riko Sakurauchi Blu-ray Jacket Ver. 1/7 Complete Figure (BVC Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-046549-R|11,980 JPY|15,074 JPY|20.53%
Nora to Oujo to Noraneko Heart 2 Lucia of End Sacrament Limited Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-123624-R|11,180 JPY|17,600 JPY|36.48%
Muv-Luv Alternative Total Eclipse - Inia Sestina Eishi Kyoukasoubi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-9266-R|7,480 JPY|9,680 JPY|22.73%
Riana illustration by Riichu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164694-R|15,980 JPY|19,250 JPY|16.99%
Fate/Kaleid liner Prisma Illya 2wei Herz! Chloe Von Einzbern Bikini ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150669-R|14,980 JPY|22,000 JPY|31.91%
Mizuiro Splash - Haruru Toyonaka 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=HOB-FIG-8427-R|3,980 JPY|6,380 JPY|37.62%
Love Live! School Idol Festival Yoshiko Tsushima 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-048235-R|18,480 JPY|21,780 JPY|15.15%
[Bonus] Saekano: How to Raise a Boring Girlfriend Flat Izumi Hashima -Lingerie ver.- 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-134160-R|6,170 JPY|15,278 JPY|59.62%
Magical Girl Lyrical Nanoha The MOVIE 2nd A's - Signum -Der Stolz sogar eines Ritters- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-002233-R|7,040 JPY|19,580 JPY|64.04%
Fate/Grand Order Foreigner/Katsushika Hokusai Festival Portrait ver. 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-143312-R|16,980 JPY|19,800 JPY|14.24%
KDcolle Overlord IV Shalltear Bride Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144920-R|20,980 JPY|27,500 JPY|23.71%
RO-KYU-BU! SS - Saki Nagatsuka -Kuro Usagi-san Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-013492-R|7,980 JPY|10,780 JPY|25.97%
[AmiAmi Exclusive Bonus] THE IDOLM@STER Cinderella Girls Asuka Ninomiya Shinen e no Shoutai Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-118951-R|5,750 JPY|21,340 JPY|73.06%
Is the order a rabbit? Chino (Summer Festival) 1/7 Complete Figure [PLUM Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-129020-R|10,980 JPY|14,300 JPY|23.22%
Hyakka Ryoran Samurai Bride - Naoe Kanetsugu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-005316-R|3,790 JPY|9,845 JPY|61.5%
[AmiAmi Exclusive Bonus] Koakuma-san illustrated by Seika Yashiro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156716-R|17,550 JPY|23,100 JPY|24.03%
My Teen Romantic Comedy SNAFU. Completion Iroha Isshiki -White Kimono- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-056537-R|13,980 JPY|19,580 JPY|28.6%
Mia illustration by YD 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156310-R|9,880 JPY|17,380 JPY|43.15%
Princess Connect! Re:Dive Pecorine (Princess) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136456-R|18,650 JPY|31,350 JPY|40.51%
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e Kei Karuizawa: Kimono Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168111-R|18,980 JPY|20,000 JPY|5.1%
Original Illustration by Ran Otaku Girls Series Stretch Girl (Limited Distribution) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137967-R|7,990 JPY|19,800 JPY|59.65%
The Quintessential Quintuplets SS Miku Nakano -Shiromuku- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140258-R|13,980 JPY|23,980 JPY|41.7%
SSSS.GRIDMAN Akane Shinjo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-049002-R|11,980 JPY|16,280 JPY|26.41%
[Bonus] Tony Original Character Savannah Wilder 1/7 Complete Figure [Native Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-611697-R|15,080 JPY|19,800 JPY|23.84%
White Bunny Onee-san 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-132652-R|9,980 JPY|18,800 JPY|46.91%
In/Spectre Kotoko Iwanaga 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-124183-R|10,780 JPY|21,780 JPY|50.51%
Kantai Collection -Kan Colle- Iowa Regular Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2019 April & May Issue Mail Order, HobbyJAPAN Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-052177-R|16,720 JPY|27,500 JPY|39.2%
[AmiAmi Exclusive Bonus] PRISMA WING The Detective is Already Dead. Siesta 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142393-R|24,480 JPY|36,300 JPY|32.56%
G.I. JOE BISHOUJO Dawn Moreno (Snake Eyes II) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-131543-R|7,980 JPY|14,300 JPY|44.2%
Cheat Yakushi no Slow Life -Isekai ni Tsukurou Drug Store- Noella 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129586-R|11,980 JPY|19,800 JPY|39.49%
Gun Gale Online II Llenn -Desert Bullet Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-176402-R|15,320 JPY|17,600 JPY|12.95%
CAworks "My Teen Romantic Comedy SNAFU Climax" Yukino Yukinoshita & Yui Yuigahama casino party Ver. 2Figure Set Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-139310-R|28,590 JPY|36,300 JPY|21.24%
Haganai - Yozora Mikazuki Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-5800-R|3,480 JPY|7,480 JPY|53.48%
[Bonus] Fox Spirit Matchmaker Yaya Tushan Qing Lin Bi Lu Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160286-R|25,980 JPY|28,578 JPY|9.09%
Assault Lily BOUQUET Yuyu Shirai 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-137132-R|6,280 JPY|19,580 JPY|67.93%
Denpa Onna to Seishun Otoko - Erio Towa Bath Swimsuit ver. An angel's smile 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-009466-R|8,260 JPY|11,880 JPY|30.47%
KDcolle "Re:ZERO -Starting Life in Another World-" Rem Birthday Celebration 2021 Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136985-R|16,980 JPY|20,350 JPY|16.56%
Re:ZERO -Starting Life in Another World- Rem AxA -SF SpaceSuit- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162548-R|19,980 JPY|21,780 JPY|8.26%
[Bonus] THE IDOLM@STER Cinderella Girls Akari Tsujino + 1/7 Complete Figure (PLUM Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-175319-R|8,900 JPY|23,100 JPY|61.47%
The Art of Shunya Yamashita - Mirei-san (Black Suit) 1/7 Complete Figure [Kotobukiya Shop Limited]|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-07124-R|4,780 JPY|7,700 JPY|37.92%
Neptunia Virtual Stars Neptune 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166448-R|20,980 JPY|24,200 JPY|13.31%
Princess Connect! Re:Dive Makoto (Summer) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150765-R|21,980 JPY|25,850 JPY|14.97%
Azur Lane Emanuele Pessagno Backstage Blunders Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165323-R|18,880 JPY|22,880 JPY|17.48%
Heaven Burns Red Tama Kunimi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157667-R|17,980 JPY|26,180 JPY|31.32%
[Bonus] THE IDOLM@STER Cinderella Girls Yoshino Yorita [Harube to Sakuya]+ 1/7 Complete Figure (PLUM Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-132573-R|9,630 JPY|17,600 JPY|45.28%
Fate/Grand Order Lancer/Valkyrie (Thrud) 1/7 Complete Figure (Aniplex Plus Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-126085-R|18,320 JPY|18,480 JPY|0.87%
Kantai Collection -Kan Colle- 1/7 Kiso Kai II Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-042346-R|18,280 JPY|18,480 JPY|1.08%
Saki Zenkoku Hen - Ako Atarashi Limited Edition DX "Ako-chan da-! Akocha-!" Set 1/7 Complete Figure [Monthly HobbyJAPAN 2015 Nov. & Dec. Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-018242-R|9,590 JPY|12,528 JPY|23.45%
Movie "Fate/kaleid liner Prisma Illya Licht The Nameless Girl" Illya Summer One-piece Dress ver. 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159365-R|16,780 JPY|22,550 JPY|25.59%
Is the order a rabbit?? Chiya (Cafe Style) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-048253-R|7,180 JPY|13,750 JPY|47.78%
GOD EATER Resonant Ops Alisa Ilinichina Amiella Ver. GOD EATER RESONANT OPS 1/7 Complete Figure (PLUM Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-611601-R|13,320 JPY|17,600 JPY|24.32%
Love Live! Nijigasaki High School Idol Club ODAIBA Gamers Mascot Girl Setsuna Yuuki 1/7 Complete Figure (Gamers Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-133669-R|15,100 JPY|15,950 JPY|5.33%
Yu-Gi-Oh! CARD GAME Monster Figure Collection Wynn the Wind Charmer 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158450-R|14,560 JPY|19,800 JPY|26.46%
GOD EATER 2 RAGE BURST - Livie Collete 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-017396-R|11,180 JPY|14,259 JPY|21.59%
TV Anime "Umamusume Pretty Derby Season 3" Kitasan Black New Racing Outfit (Kechigan no Shimaibana) ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165811-R|20,680 JPY|25,850 JPY|20.0%
Phantasy Star Online 2 es Khorshid 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160216-R|11,680 JPY|22,000 JPY|46.91%
Hanikami, Kanojo wa Koi wo Suru Tsuduri Amagasa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174421-R|13,770 JPY|24,200 JPY|43.1%
Persona 5: Dancing in Starlight Ann Takamaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171400-R|16,470 JPY|19,800 JPY|16.82%
7th Dragon III Code: VFD - Samurai (Yaiba) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-026895-R|7,920 JPY|15,074 JPY|47.46%
[Bonus] Amatsutsumi Mana Koizuka 1/7 Complete Figure [Native Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-042631-R|12,980 JPY|15,278 JPY|15.04%
TV Anime "Berserk" Guts Black Swordsman Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165945-R|24,480 JPY|29,700 JPY|17.58%
[Bonus] TRPG Goddess of Dice 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-124516-R|10,980 JPY|11,000 JPY|0.18%
Akane Maniax - Akane Suzumiya Samba Ver. General Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=HOB-FIG-6973-R|7,180 JPY|8,580 JPY|16.32%
Girls' Frontline 416 MOD3 Heavy Damage Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-125444-R|16,180 JPY|21,780 JPY|25.71%
[AmiAmi Exclusive Bonus] Azur Lane Dido Anxious Bisque Doll Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165799-R|23,980 JPY|26,400 JPY|9.17%
THE IDOLM@STER SHINY COLORS "Toru Asakura" Clear Marine Calm Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143703-R|14,380 JPY|26,400 JPY|45.53%
Strike the Blood - Yukina Himeragi School Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-030506-R|11,180 JPY|11,880 JPY|5.89%
KDcolle The Misfit of Demon King Academy -Shijousaikyou no Maou no Shiso, Tenseishite Shisontachi no Gakkou e Kayou- Misha Necron Swimsuit Ver. 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-121204-R|7,980 JPY|14,300 JPY|44.2%
[Bonus] Fate/Grand Order Rider/Leonardo Da Vinci 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-161276-R|21,580 JPY|28,600 JPY|24.55%
My Teen Romantic Comedy SNAFU. Completion Yui Yuigahama -White Kimono- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-060648-R|15,980 JPY|19,580 JPY|18.39%
[Bonus] Senki Zessho Symphogear GX Maria Cadenzavna Eve 1/7 Complete Figure (Hobby Stock Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-140246-R|7,120 JPY|26,400 JPY|73.03%
Muv-Luv Alternative Total Eclipse - Cryska Barchenowa -Guren- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-5295-R|4,480 JPY|7,700 JPY|41.82%
Jingai Makyo - Ignis 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=HOB-FIG-3577-R|2,480 JPY|7,124 JPY|65.19%
Brilliant Stage - THE IDOLM@STER 2: Azusa Miura Princess Melody Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-7646-R|1,560 JPY|9,350 JPY|83.32%
Character Vocal Series 01 Hatsune Miku Virtual Popstar Ver. 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141385-R|27,180 JPY|45,000 JPY|39.6%
Azur Lane Unicorn 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146112-R|9,480 JPY|23,980 JPY|60.47%
Is the order a rabbit?? - Syaro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-027492-R|4,780 JPY|10,780 JPY|55.66%
[AmiAmi Exclusive Bonus] Neptunia Virtual Stars Neptune 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166665-R|20,250 JPY|24,200 JPY|16.32%
se Kirara - Mana Miyuki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-000167-R|3,480 JPY|8,172 JPY|57.42%
K-On! - Yui Hirasawa Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-5061-R|6,660 JPY|7,480 JPY|10.96%
Oboro Muramasa - Momohime -Yuagari Onsen Adehada Ver.- 1/7 Complete Figure [Monthly HobbyJAPAN 2017 April issue & May Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-034352-R|9,750 JPY|11,000 JPY|11.36%
Overlord Albedo Season4 so-bin ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152167-R|33,080 JPY|43,890 JPY|24.63%
[Bonus] Heaven Burns Red Tsukasa Toujou 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-169156-R|14,670 JPY|19,800 JPY|25.91%
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai Shoko Makinohara -Wedding ver.- 1/7 Complete Figure (Aniplex Plus Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-057223-R|15,480 JPY|18,000 JPY|14.0%
Gion no Yakata - Kiryuu Asheryka Natsuki Regular Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-0304-R|4,980 JPY|7,480 JPY|33.42%
TV Anime "The Quintessential Quintuplets SS" "Miku Nakano Angel ver." 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171577-R|22,480 JPY|29,700 JPY|24.31%
GUILTY GEAR -STRIVE- "Bridget" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156311-R|28,980 JPY|29,700 JPY|2.42%
KDcolle Prisma Illya "Prisma Klangfest -kaleidoscope-" Chloe Prisma Klangfest Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058693-R|15,980 JPY|16,280 JPY|1.84%
Magical Girl Lyrical Nanoha StrikerS - Hayate Yagami -Summer holiday- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-005029-R|11,980 JPY|15,180 JPY|21.08%
KDcolle Harem in the Labyrinth of Another World Roxanne Issei Hyouju Comic ver. KADOKAWA Special Set 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143540-R|14,680 JPY|23,100 JPY|36.45%
Demon Slayer: Kimetsu no Yaiba Shinobu Kocho 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-060577-R|5,080 JPY|17,380 JPY|70.77%
[Bonus] Girls' Frontline UKM-2000 Soda Tale 1/7 Complete Figure (Griffin BLACK MARKET Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-161217-R|18,880 JPY|29,800 JPY|36.64%
Amamiya-sensei DK Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169293-R|18,880 JPY|23,100 JPY|18.27%
Magical Girl Lyrical Nanoha StrikerS - Subaru Nakajima 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-0522-R|990 JPY|8,580 JPY|88.46%
Movie "Saekano: How to Raise a Boring Girlfriend Fine" Megumi Katou Maid Ver. 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-129389-R|9,720 JPY|16,500 JPY|41.09%
[Bonus] VSINGER Luo Tianyi Ongaku Inki Nen ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-133402-R|14,780 JPY|21,300 JPY|30.61%
Amamiya-sensei 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169248-R|16,180 JPY|22,000 JPY|26.45%
Re:ZERO -Starting Life in Another World- Rem High School Uniform Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-038762-R|6,780 JPY|13,750 JPY|50.69%
Shadowverse Luna 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-055657-R|20,660 JPY|20,680 JPY|0.1%
SSSS.GRIDMAN Rikka Takarada 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-049255-R|9,600 JPY|16,280 JPY|41.03%
Fights Break Sphere Medusa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174303-R|26,980 JPY|59,400 JPY|54.58%
KDcolle Re:ZERO -Starting Life in Another World- Ram Birthday Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-056131-R|9,280 JPY|17,380 JPY|46.61%
Heaven Burns Red Tsukasa Toujou 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162690-R|15,280 JPY|19,800 JPY|22.83%
Ogino Atsuki (Yanyo) Original Character Summer Frill Girlfriend 1/7 Complete Figure [Native Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-142085-R|15,780 JPY|19,580 JPY|19.41%
To Love-Ru Darkness - Momo Belia Deviluke Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-8106-R|7,020 JPY|8,140 JPY|13.76%
Kirara Fantasia Cocoa Warrior Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-119604-R|6,750 JPY|16,800 JPY|59.82%
KDcolle "Re:ZERO -Starting Life in Another World-" Ram Birthday Celebration 2021 Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136983-R|11,980 JPY|20,350 JPY|41.13%
Is the order a rabbit?? - Cocoa (Cafe Style) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-031952-R|7,980 JPY|13,750 JPY|41.96%
Heaven Burns Red Megumi Aikawa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157877-R|18,980 JPY|23,100 JPY|17.84%
Border Break - Fiona Raita Kazama ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-8488-R|2,450 JPY|9,680 JPY|74.69%
[Bonus] League of Legends K/DA Akali 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162825-R|17,980 JPY|18,920 JPY|4.97%
Fate/Grand Order Caster/Helena Blavatsky Limited Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-054123-R|16,980 JPY|21,800 JPY|22.11%
Kantai Collection -Kan Colle- Haruna Kai-II Limited Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2016 April & May Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-018230-R|7,280 JPY|18,150 JPY|59.89%
Nevaostro illustration by Kishi yasuri 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-164735-R|14,980 JPY|22,000 JPY|31.91%
KDcolle Date A Live Light Novel: Kurumi Tokisaki Date ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145749-R|22,660 JPY|26,400 JPY|14.17%
THE IDOLM@STER SHINY COLORS Asahi Serizawa Sora to Ao To Aitsu Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141967-R|31,980 JPY|36,080 JPY|11.36%
THE IDOLM@STER Cinderella Girls Akira Sunazuka Streaming Cheer+ 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-119478-R|8,780 JPY|18,480 JPY|52.49%
KonoSuba 2 Megumin 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161162-R|15,280 JPY|18,800 JPY|18.72%
Tenshi no 3P! - Jun Goto -Summer Bikini Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-035352-R|9,780 JPY|13,750 JPY|28.87%
Shining Wind - Seena Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-1684-R|3,040 JPY|7,124 JPY|57.33%
HoneyStrap Sekishiro Mico 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-155623-R|6,380 JPY|17,799 JPY|64.16%
Love Live! School Idol Festival - Hanayo Koizumi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-018058-R|7,650 JPY|15,180 JPY|49.6%
Fate/Grand Order Lancer/Valkyrie (Hildr) 1/7 Complete Figure (Aniplex Plus Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-126084-R|10,380 JPY|17,820 JPY|41.75%
THE WITCHER BISHOUJO The Witcher Geralt 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-155846-R|15,280 JPY|22,000 JPY|30.55%
Dokyuu Hentai HxEros Kirara Hoshino 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-133311-R|9,980 JPY|15,400 JPY|35.19%
Senki Zessho Symphogear GX Shirabe Tsukuyomi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058700-R|7,750 JPY|21,780 JPY|64.42%
Dragon Girl Monli (Special Package Limited Edition) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150582-R|9,980 JPY|22,550 JPY|55.74%
Ano Natsu de Matteru - Ichika Takatsuki Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-6630-R|5,480 JPY|8,580 JPY|36.13%
Love Live! School Idol Festival Yoshiko Tsushima 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153347-R|18,480 JPY|25,080 JPY|26.32%
Azur Lane Shimakaze The Island Wind Rests Ver. Regular Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169191-R|13,980 JPY|18,700 JPY|25.24%
[Bonus] Yu-Gi-Oh! Card Game Monster Figure Collection Aussa the Earth Charmer 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-169339-R|11,680 JPY|19,800 JPY|41.01%
[AmiAmi Exclusive Bonus] Elf Complex Elaine Maid Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-056137-R|15,480 JPY|16,280 JPY|4.91%
Fate/Grand Order - Lancer/Kiyohime 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-035767-R|15,180 JPY|16,280 JPY|6.76%
Saekano: How to Raise a Boring Girlfriend Megumi Kato 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-044012-R|8,980 JPY|13,200 JPY|31.97%
G.I. JOE Bishoujo Dawn Moreno (Snake Eyes II) Limited Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138164-R|7,880 JPY|15,400 JPY|48.83%
Issyo ni Training 026 (Bath) Hinako 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2939-R|5,840 JPY|8,360 JPY|30.14%
Lycoris Recoil Kurumi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-167426-R|22,770 JPY|24,800 JPY|8.19%
[Bonus] Adesugata II 1/7 Complete Figure [Native Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-045005-R|13,120 JPY|14,259 JPY|7.99%
THE IDOLM@STER Cinderella Girls Kako Takafuji Talented Lady of Luck Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-051554-R|8,980 JPY|17,380 JPY|48.33%
